NDVI,NDBI,LST,Vegetation,Water,BuiltUp,PopulationDensity,Albedo,HeatScore
0.5389709446269504,0.27941544756844783,42.24358442695072,20.421190687292004,7.182594265026086,72.25439835826168,22899,0.28604263076414055,70.54
0.45690517291617444,0.507051261471008,40.7266523637179,21.280018209362968,12.207546103650333,88.52250007925063,9254,0.3230116387942783,78.38
0.5233539694979472,0.7358490428333188,38.052741862103844,42.498752500713344,10.357836182558414,33.66700914586312,8496,0.22479834497118806,56.29
0.08270282881582532,0.8956404086378729,37.39889027981886,23.17142221678931,17.78638642305892,72.34031417281898,1560,0.3320796406469313,88.54
0.37113811123798573,0.8733238552349357,47.272399541785056,60.4456146053784,6.594528949322128,46.956841002134766,6602,0.1671187142225392,75.89
0.3460186001071041,0.7753705125810492,46.60033669621664,9.577048505220354,4.969455634691844,66.98004617768353,18570,0.135021003809131,100.0
0.4387472392728025,0.8018984575423643,42.81537235508409,50.30602316469242,14.347197595755077,45.16438058538286,22480,0.17412753591194963,68.67
0.5086352831492604,0.1652753443201923,28.103697255479737,45.81313697166134,4.691205116728803,24.965864189994935,8673,0.29894816735902524,13.54
0.7175040063631748,0.3703961254812287,35.511659052798876,11.108826089656485,11.987322678927306,22.515959165771946,20653,0.23566115867689413,42.88
0.07287518745428707,0.12987855099937154,44.45201121319317,28.412391691732086,3.414149740385811,56.5570282038363,20008,0.16788572895493548,84.49
0.7739388727930774,0.4658121292909828,44.84046150023963,17.63470220966675,8.815724196076893,68.96585475370357,7579,0.28152283343066536,66.2
0.29221735470593446,0.736148955814963,33.416645025241486,33.533142345866345,2.4906712455030533,21.774552039082025,8808,0.12021824165429942,64.47
0.3712358562050808,0.6507999206122931,29.163871910168872,64.48889229572123,9.404692364890984,36.785115141018224,5737,0.27864898067501553,28.2
0.7661489604973957,0.6903175333566148,39.087081050228015,44.7618485052329,8.972401186128009,37.34116926508102,2179,0.13966161191062276,44.73
0.14012348585423162,0.37350373337312126,29.83598131626884,11.120204237456408,6.9168528784345895,88.5657370035056,11651,0.12445854016275038,72.88
0.1799014024325114,0.44708131939037843,35.970094687947466,45.03025637339407,13.066779366485232,23.171280684043115,7890,0.10382613507259619,48.87
0.7500772310596122,0.5008319071322074,38.787548968001246,49.45764501087917,12.701172123408362,86.072412319253,16847,0.2464438953183658,50.31
0.3411274446548914,0.6146305747538825,37.16505780983033,40.46509130553577,18.88783136675398,47.027184646054195,6036,0.26287119296444694,54.22
0.20501326990755903,0.31916890185690705,32.291782394167484,29.52184040981843,1.7402995138944388,63.2777719036525,23632,0.31121882774236365,66.53
0.5725528740231131,0.6031542774239071,45.549440270541055,52.779617847252574,16.266137677312123,39.742420079991454,12157,0.20586773557702964,54.15
0.47639021281246874,0.5607396602064677,42.63295510599281,13.299832412460264,5.750312535105989,60.638080864073686,23690,0.3326893314008912,85.5
0.6131533008436231,0.7036342992677459,30.062477376718654,63.665938934171834,10.599795076509286,77.85202262754191,18249,0.1744087936273277,44.44
0.12498866537139754,0.14278823739789515,47.17082993766397,60.064304366213335,7.743198618791692,86.97606195885194,19666,0.337651786734389,82.86
0.38633414148373985,0.33456861735845167,34.57329090739832,48.713699645007495,15.29511605931592,75.4105330608094,1562,0.1228015257621726,46.85
0.4208152285269361,0.14604700801331544,38.99057764647471,33.69948258926951,17.866379472407697,44.5640508786455,7301,0.3421629859935337,39.91
0.700151528983131,0.7707846110111881,36.52182950093882,19.467467142116984,8.536380437130784,82.43278361437436,18424,0.2283315421730982,75.0
0.22492105431839587,0.5650443337814258,45.26277043978008,62.22339796149709,5.4970186799594964,83.53855944439823,1824,0.2883445463147354,77.87
0.6328601869455777,0.546723399788644,36.48444018493953,63.91303503115784,3.1127521638168756,54.48375730036014,5248,0.20130052169535428,39.38
0.47860476890375797,0.6927790887285347,43.343897062171436,58.48137287198505,15.14002148192266,67.67275989678363,15183,0.3405431371186355,60.49
0.7014493461420952,0.2788766708155621,47.264450788812226,5.790040854838062,19.42769770744514,23.021193836540327,21059,0.23192527727157494,56.07
0.7947235970894753,0.1590372517883191,39.077085688026415,68.00466481524143,10.938859039232828,64.05790466946837,6145,0.17362348670985744,22.96
0.7364407562518298,0.866961925926277,29.157277955154147,30.64391690952844,3.0283652527818035,43.49620453578743,9837,0.14703028993094033,46.42
0.3977738037049866,0.3826817824208423,39.67312223701744,10.052751402724015,19.513501345657165,89.0347521135722,15337,0.10807898777741262,78.12
0.5020864115174739,0.3167661140121039,30.663702504474994,9.953024673945604,18.870104715572285,49.16473404169355,5304,0.25335379898394744,34.6
0.36368227721796414,0.8461827866832107,45.32127779000817,7.9392135569023115,1.500972515447788,46.352435681463476,2693,0.3468190323287361,98.84
0.3356681424732661,0.8759315182516826,44.84237846271417,59.49136580622396,9.905170036104435,49.037365163636565,884,0.10341799120674933,73.37
0.10651929526434674,0.6533715177351296,38.68692550058926,53.744198715548166,18.350149292895214,60.960467262783034,4136,0.336191432470607,63.0
0.3879081014825701,0.203327532121196,47.08102054517445,44.4013512393072,5.344213304565792,67.01904790840997,10515,0.11172411694780499,74.01
0.25150436151898053,0.11774779362424131,37.96330373291786,35.953695291285925,16.796058311187522,41.54440678397346,10676,0.23797670969362136,47.23
0.35261214965929777,0.2072121827605126,28.57565352626678,54.08392161878523,12.78588147571583,69.28558376694565,21414,0.32578776466915654,32.7
0.512947784072969,0.8843701800739023,40.1617569908377,46.38188090544837,11.541496562302287,26.37014637359312,10709,0.1870638667558251,62.67
0.3474070867409526,0.5976693601822988,45.2472741749349,66.71884053774673,3.794396137651721,84.86113376130461,22333,0.2922294353288494,82.75
0.0996769833888994,0.13668901312370638,40.416113688441826,27.581871534651924,4.973485030491769,60.57549541302169,12734,0.11896583202716599,75.84
0.3092504624928974,0.8174307279248095,37.479232805257446,48.391253003866765,4.274077552830967,33.46023131660695,24454,0.3054476592111123,72.07
0.3088119708667901,0.3780953715861468,28.636093629703304,40.66649509848156,11.154046570917938,44.919403899039025,19477,0.13218709957491098,40.96
0.11921793967155957,0.48491631524503453,41.75569434192166,38.25770588057198,3.9825759716076807,46.41001756694508,4932,0.1692194120368009,76.95
0.654650959844796,0.6986077523069267,31.690420387127546,18.60770601688617,8.038969953036258,53.916608963371495,8650,0.2328164384933835,52.51
0.16080431892967,0.20649354286998262,41.74331010806662,59.88864372118587,15.24270840816316,22.133050691351592,20229,0.21185309170586364,48.26
0.4494629498412674,0.2939764029077837,33.38486461898762,29.523470601800472,1.381352757776801,42.54554159082248,6729,0.18187433804447867,51.1
0.6418784289555037,0.4987537591432458,29.738405761748474,39.9119252182056,12.149981242396704,72.1807631929031,16228,0.2411146356306603,40.72
0.334079469463467,0.3699574670975345,45.992947942900244,44.49108944908223,5.642709953828436,54.87733884942581,14777,0.25144370483922174,73.35
0.16464435438824904,0.2967661827076065,31.213627465191113,17.126856563334876,6.416808205183095,32.13615167063284,13546,0.11290886946862821,59.29
0.06368186107127079,0.6575691698931372,47.94511069536789,63.27966709331135,11.94396993830754,84.21769291598721,22850,0.30426801773731993,96.49
0.5514824149433233,0.8435007913020687,39.1352578602786,42.15482481554349,6.3196027795453995,73.86450532343558,6969,0.3419985166260585,68.8
0.5832143591275613,0.2596055418706558,42.72494367396976,39.43960150677258,14.437371817244445,73.74456510099871,10265,0.24530955535565305,53.08
0.4494420744136894,0.14145882945794153,34.732085563878414,13.736954001033325,2.2041244389825874,89.29721626729616,18944,0.2711428869699583,66.04
0.11590108343199261,0.21105981875361632,28.054217988286595,12.585244169209286,9.990157819985953,62.427131673908704,3990,0.18721706663574883,56.93
0.18592479962424513,0.153197013893422,42.82241298580118,42.340752356694274,16.994746758407167,29.784066363840264,9564,0.28762548119132836,50.31
0.6496528481896368,0.7601061413542378,31.728099735762882,20.319963494224986,13.041412710683367,83.55062913237612,17484,0.31930013520327705,64.28
0.37935118142766383,0.40155554353992606,37.25359571339213,24.589561820669235,15.204578223348772,55.19042730647354,19596,0.18884061295459897,62.13
0.3436115826511264,0.5254859837505392,29.33238224781634,19.886650410111763,11.31413690165477,50.20697001955098,18086,0.1837264036642715,58.16
0.5150545669463852,0.5267688735810573,45.87785166101915,56.2588187295945,3.881822714922272,41.82054474568838,17834,0.1357819963871174,65.94
0.20340844487709747,0.6712512657788914,37.879629742617254,54.05129397090758,2.9554045841387553,57.553694603921635,6871,0.2142500548204196,71.97
0.4548954778346275,0.4890859855964863,36.179103541709864,55.17232873888593,1.231858374042846,61.89098908436589,10647,0.23568111083689902,59.2
0.23884929418021456,0.37655679480313553,31.631954336028514,64.04928648668584,12.084444100556288,48.05959917345479,1314,0.1719824041189315,35.12
0.1543371456072964,0.18063568241270922,33.120310637073246,52.19621309405605,12.266295199917609,27.15488649576397,15843,0.27416270596922304,36.34
0.7418745358829718,0.6657909074507189,31.050780858285226,42.45874341084286,12.527585881274263,49.68914699116702,7696,0.12606174151295238,32.74
0.17414038277546734,0.24905670359529655,44.74981578004984,26.58951682257103,6.9174410168671825,35.91769346139788,3208,0.19482642459638722,71.84
0.6081872388824667,0.26446384670051004,43.755797774289846,44.24189956245903,3.171078701058067,49.01532089425394,2125,0.3299639041031901,44.9
0.6031259360823114,0.46177435271184575,32.49209645879964,34.40856854862507,3.6762833872161975,32.34708905543563,2490,0.14137832935699346,34.73
0.07540937018494624,0.3491785369062059,43.60991415092175,23.043166220912177,5.181847067540844,34.88765490388584,17850,0.343885328920689,88.61
0.6954740134180505,0.5280557751469269,31.689257428377122,24.473734264821008,6.888801599103608,47.81226808203185,2982,0.15247639827389645,37.62
0.7235407170805354,0.2641117123856057,31.81375441327333,7.375728410126167,9.969271957089985,59.538879328383146,18949,0.1735111698052429,46.09
0.45084191844293514,0.4848703587100688,37.94023897642498,54.74815826930564,2.9566481072949946,43.40539679173375,12842,0.33652886553340816,53.33
0.3299819872098147,0.316595738514843,40.87999086478031,31.567721121376266,1.4823407575465524,30.930681815633324,20346,0.2647309854775378,68.14
0.06478290331577312,0.18328686558765908,43.99832170746379,16.605403033531687,13.40217604918562,36.67279467327086,8470,0.16079304774986353,74.76
0.5917001988917444,0.7845571744850286,44.604397291339836,30.816929425199564,13.693617594842276,34.348900679107466,15570,0.18099751527669988,71.04
0.6019284598970018,0.7785024763735068,30.45553779325417,61.968864931894096,13.215585708670812,69.27622945969566,10612,0.30436089043461023,35.35
0.30636301377340697,0.307538746745034,35.59384816334534,43.369171263462505,6.093209175634649,63.69042354943938,13721,0.2934586308003351,57.89
0.21463289381071904,0.879637812159096,43.595175495760614,12.425465184825793,11.74975577936465,88.97571185692142,16586,0.2999638139868288,100.0
0.3689101283519251,0.11797544665609393,33.37354718769892,40.20622395295635,13.036086176696799,38.05213798032416,22761,0.26126354194233237,33.59
0.7254292259272893,0.6529774860877235,41.663677128909626,58.46795193425881,11.06357189444654,77.05380998817199,7684,0.20131202200692216,52.87
0.42309867048491795,0.6761620653058367,30.131574602573487,14.101205012929185,6.009992250057712,38.654887535961755,4763,0.16268266514039942,58.36
0.4799707836345505,0.7704855705426367,36.087630030980485,55.109239509177584,9.018685131463059,44.770996359287466,6441,0.2845084041065926,54.13
0.11209900094384485,0.5825216875731106,32.90698219362642,30.304214912728476,6.485180998643298,44.89709015254644,11546,0.2526011667519894,69.18
0.7655652024047248,0.20800102193696557,37.67509883864825,22.54422945549267,11.257012799255675,31.340971452410923,16350,0.3116019623286393,33.44
0.7664272345426093,0.223737712706589,40.46665101809981,35.82542506552403,7.543290908840431,44.60781127939532,22644,0.2238728290515496,41.49
0.2348015249293301,0.7552818541393598,43.98831757937958,50.15527060553774,6.170757607369291,61.3161466808361,19206,0.1786491392023527,94.29
0.6555726888625709,0.8696790286112942,43.800271175837125,49.88641510896664,10.904712680857818,26.069364830352853,12355,0.318236458969102,57.73
0.544087525033038,0.653821251614282,44.983913031306386,21.228420575847085,10.29907430921967,35.484660927372154,20877,0.1128989516646775,80.58
0.5524380984125294,0.13533235016808015,39.765275139398625,69.95797747177926,11.560325047306414,53.124708265693336,17274,0.10848649464644972,30.4
0.7432971465323979,0.8768465961322942,46.88532978226868,35.82392408273515,17.378810368796955,79.11845789745493,4997,0.2306086440177922,76.58
0.5334099879693667,0.6201338803545825,35.29394498914612,41.444017610228414,10.140175793037642,81.94988495662967,3483,0.21025804043704038,60.14
0.6529827345506732,0.5307211923046301,41.23310350161083,52.96062484892413,10.883194087695905,49.877193965840505,9823,0.15823986868840845,43.88
0.06830058616740352,0.7960790991207439,28.425388217007743,61.85560872447296,11.049805546517028,85.73473889590274,4310,0.11750742643686776,70.67
0.2537652283017531,0.4186299071805085,29.833986702228604,26.864080148847435,10.927864641055939,71.25902650292517,20644,0.12761852828284867,62.98
0.3159666182305824,0.3297911933232654,33.926162409119804,20.184503818244146,1.7997706030908758,21.251175431338968,14786,0.20694328343396556,59.3
0.21369041589879811,0.8599689471601802,43.72690028831104,10.81171515029687,8.934034739913638,81.53828152935154,8702,0.32593099179381757,100.0
0.7918886823600193,0.6946822583148993,29.29972818965788,31.102715367656685,16.918688970381663,36.13984370635133,4064,0.130084690508749,25.19
0.07754895306996022,0.8658162103866606,44.52411391587932,57.050029663441876,12.965780536926909,35.14268161255875,14332,0.3319380707988032,80.84
0.7961808669848265,0.23911619937558984,35.924840378053176,54.285500920765934,14.224391743022052,30.772713443789854,8406,0.15611014295916517,12.7
0.4947049511312774,0.5640689662702489,29.829736747955096,62.03495607097472,6.046400809185415,29.06604448979629,18102,0.33891287455743835,25.18
0.6965957129490881,0.7476128597799024,41.10483961278044,40.80572908959405,2.6527484383167925,48.59172491494891,1474,0.1012705349545065,61.26
0.4494518895505715,0.8696975780736399,30.189377201089076,63.141195512924384,19.838031367755914,24.306191836746454,10016,0.22014664433166198,29.35
0.4943058384946382,0.7597447727401193,34.95618415804386,49.071049916339135,11.74890731592003,38.69197891185949,21195,0.299356505401732,52.93
0.7004706507198518,0.6666903813720279,44.74026656727344,50.335645008503434,13.922674663445708,63.3027964750629,2969,0.14730538494625148,58.02
0.7112278495777626,0.8690522305479259,37.309400175399674,62.13964621482856,1.0977582443395806,77.396284218567,12200,0.2858770640729019,59.96
0.6741006334683065,0.505974187008669,28.12771743433667,23.65747865636933,12.721611449139102,88.68303246191964,2564,0.12896096419506442,42.72
0.33252152149009906,0.10725792372217997,44.373588409996835,13.349166676057438,6.38351601704605,21.289940311675224,22236,0.34074800096474867,69.07
0.7490210791325131,0.18200778239254342,46.74456974472902,49.71257194955287,2.2889041229982663,41.067449686277136,17924,0.29274607313303386,43.58
0.581429003451972,0.47885911074807086,29.158409211175965,9.855137154260511,17.195878524774304,89.31038609254529,17570,0.3422194638214229,52.47
0.618697396946767,0.11966953316704121,28.442471030579945,26.03466424472018,10.28422061768865,73.92851924654553,12301,0.13973457081918914,33.69
0.40140456257643825,0.8554429079662639,30.04387239387438,60.52363534000179,11.013457828025379,77.81445360599275,17982,0.1551924031971901,58.93
0.5408834107108514,0.3186076215985675,47.0172712450082,14.818762965758514,9.214361219809437,86.05311441173193,16835,0.31434002302312464,83.46
0.7733903542026564,0.7080752627504777,36.845975247618206,25.27687938218348,7.094112068324422,70.70958708298818,11925,0.15327617600627083,63.03
0.32639475779282084,0.7914865998717097,37.46419813383115,67.9325728144569,4.524984798359302,80.80362175689275,3880,0.13841450954027817,69.28
0.390270225953962,0.524283514982605,28.35723784956639,56.79185881116179,6.58919149352608,83.82852244719378,21357,0.2541625786301845,50.09
0.13798114172179587,0.20014863376204037,41.71130574457943,32.969883168465074,4.8099698073063974,54.41161827190058,5609,0.18148136598801873,75.49
0.49269795416421686,0.44659739917732455,47.687028148058076,14.722741773391775,9.827373336080393,67.63196384515277,18273,0.3436749629676724,88.32
0.6177944507084175,0.8621189104309737,46.156373059692804,52.07854502821677,15.234071142924378,30.21454518246018,7231,0.3466656483167866,58.93
0.15687165717613494,0.4991105227610849,40.36311468636238,50.66022308536676,11.633324986251369,20.683959319342858,24916,0.22942791084617783,63.21
0.07490233159352493,0.1628627977240166,35.93846552403192,13.626524012798923,11.783276116969605,68.2625478396086,16869,0.3053601820024666,72.39
0.08088762145945376,0.6363083666835297,47.03099948710654,13.074297837323858,18.02820475101573,61.634364616385525,20028,0.11299282091286811,100.0
0.7032268428095643,0.6712695457059422,44.03456166139584,27.064262515282394,16.481677161183732,25.60803924692726,13895,0.23825036314798959,56.59
0.49810689697394755,0.7270660427350896,37.61807662897969,7.64901689601073,4.115990138800448,50.70250515426768,15813,0.11508802099764096,82.35
0.7038376749441513,0.2753711898864355,47.51730511638263,26.898226465121944,4.460240398085286,75.27889549997354,5290,0.1109154144268403,69.78
0.171254408110102,0.11668891143323049,41.0652603847466,26.60045064808208,11.307094078667982,54.52937927486597,14525,0.20081534028095793,67.74
0.20268371025668203,0.7723619250215469,31.483866731565072,67.4507358466535,8.902239956791874,79.23717044133346,15640,0.18648374813674073,61.47
0.32827907223845204,0.8901196509888463,28.80218382824965,61.35704724795916,11.994832762875475,50.703079343271334,22515,0.25154717839029284,54.04
0.5412570041240814,0.8937066530725379,33.6770905721729,28.344816928305047,8.293095885488128,52.606896491417395,19842,0.15894802348980247,70.4
0.6320001552765722,0.42424814646859477,40.03710767324017,46.115134659709895,8.084124106589755,55.88306436440636,12697,0.22306946411200868,50.53
0.3839789412519991,0.5118538831437521,35.18466738799531,43.54180534327028,4.106953579115433,47.375707565623244,2613,0.31449656348067645,49.73
0.05677280309716269,0.5707301066724844,39.974279602002156,30.782885462331528,5.503529285058388,36.427182678308576,19965,0.11837418683250317,88.37
0.30275238232346474,0.7631066927060876,36.617750473236114,21.166427718195944,12.725754745476571,69.47440518198121,17459,0.1898126869790614,82.03
0.33451894244181785,0.5844305261159063,35.134641060800035,39.67827514448022,15.854016267055558,69.37699158785425,14635,0.24633859109918801,60.82
0.1339397145482959,0.3157996892135917,29.141737121786296,39.52601932006708,18.795508153604267,22.754047846795675,6762,0.15617529424317,33.7
0.18500782810454264,0.1708444673785931,30.066179142480312,43.003595528768265,14.075949451465313,47.81652919250807,2789,0.3412796741090114,33.04
0.3910548917253943,0.5124768228634002,37.7769316051384,48.34617674049678,3.6533738403699454,22.098151291087458,13095,0.27617019068416165,51.06
0.2013900890922113,0.6387459466599339,47.398240922145405,11.103546526312195,13.7794402462774,51.06251535131998,5112,0.3408367082050997,96.13
0.7839734655503978,0.39943741371183417,28.350319817241246,20.86957387745433,16.786666635492402,80.52261851685256,12644,0.10759676492420922,33.21
0.7482115216302334,0.6516214008252489,41.53026771554493,19.018884905851614,13.518823934420487,47.570508395791094,13880,0.24429630917793702,58.83
0.5037154420179056,0.35448924289449557,45.32877335055291,69.56690092831086,15.296127489695879,26.333718670093553,20114,0.28461230231283163,38.69
0.708886670976011,0.42331225732082645,34.54066323126477,48.39357006163301,16.34907289688391,73.3599594343631,1500,0.17929892919134965,30.25
0.2726519559202106,0.6192597270355145,34.56762455770162,45.963568641394374,12.586804304475196,59.44072491439211,12678,0.19713952531758644,62.99
0.386520216966898,0.290035304699462,35.4650358325868,19.772525772104846,2.390722551600429,62.24140153669645,24001,0.25487258650240363,64.7
0.697500237178869,0.5152654281089745,37.583637552594624,6.666734277418319,7.483708724896971,46.613693315009996,16853,0.23165594931723987,60.78
0.23455224409849867,0.48135638003292736,35.887306476367,40.711925497979465,15.190638606580631,70.08436349694921,7070,0.10455814566909041,65.22
0.23261172243222444,0.8416276358370454,29.205347805791217,65.73834174235843,7.680831057553053,27.099457991445156,6512,0.25433793935324356,42.81
0.4423135434363385,0.6360768276887534,46.59211754843979,39.596913867037614,12.037709011993156,26.273843740845948,10373,0.19997630170103903,65.89
0.6945618449604419,0.7398248763392173,31.69170259074066,24.193088799320154,16.07473790480891,32.96599125831868,21931,0.3407317188093949,41.52
0.41265923503994356,0.7447940398201265,39.00453084312524,7.821814635563245,13.029876136286425,86.598233954466,15722,0.25949630144832436,97.24
0.6453078877853873,0.617284730738288,31.495468856547543,28.45021374218899,18.211930990967446,73.89612901761753,17956,0.15921763974362052,50.7
0.6353941364328964,0.3198448284385089,44.45228637027357,32.542986487169586,13.683448086537938,26.68747196842677,16535,0.13742599198923944,47.98
0.22642668860148862,0.795407699720842,37.457839312663644,39.798276619772956,4.39047333932767,41.859025023415725,1487,0.1515465411296066,73.71
0.5284705949869776,0.30550707811657185,40.64030972040837,8.799549917056003,3.6937134770149354,39.21781778000877,4858,0.2737861385118984,58.88
0.5881983242436322,0.6539489210594958,47.825119874043764,13.34562881451814,2.9780833382991605,70.70371719901189,11293,0.32638119808241844,89.79
0.6294670455870369,0.31191635778938676,40.90579675051434,43.72379733228218,8.622570366740671,45.68692554433605,5689,0.18874907645798433,42.78
0.10070942269416118,0.7402852062578893,32.67424163820866,40.10077444929319,17.721502663667707,65.56141583330358,8479,0.18108343827884388,67.64
0.29975143479364846,0.6355895641585521,47.88278722442335,48.01954734020961,11.597884930030473,71.14553571674722,14609,0.18339238736805008,87.09
0.77124930196611,0.6079680364728265,43.09675639881696,16.08106598130464,8.780079207098874,49.58823793773327,3583,0.1868928810597455,63.66
0.5486837933654135,0.7363599686317833,46.54355638958906,20.25173532060448,8.587002400376853,30.66912093312922,22983,0.33175024198107383,83.92
0.44071848295403165,0.5988685504022078,29.78248864232033,54.092577332292514,3.4265561890694616,77.824734117677,10215,0.2771861744357441,50.17
0.07712028539357159,0.3425026847562629,33.26225139821686,28.40886648564874,2.6652121885129323,85.5870476121744,19380,0.1763810776645059,81.43
0.500445750020463,0.5125435421571982,46.38783946428835,37.30262638887897,19.85100228164294,79.59974704215671,4607,0.33264880366097904,63.0
0.13727479841410706,0.7539597667929533,35.612465869531604,62.06833082892952,17.493077112041558,76.41477800823348,8193,0.12022982076281305,65.56
0.5712133166768463,0.37687978123022847,47.5122040171983,46.66318502744658,16.627130709052857,29.276727091929388,21143,0.2515927361083439,51.87
0.1543985184631474,0.8186093018341648,44.58664810282568,25.639544111987906,19.103153024424593,77.76405371908977,6272,0.19188360557288286,100.0
0.374373408747599,0.3494529064682077,38.122837256804885,33.56825976113916,3.007629000973134,64.85784202831444,18768,0.10442195240331431,71.78
0.5019148728821488,0.3918385753156236,35.729216823182945,41.68867089412736,4.6438666562453506,34.822874546583485,23409,0.34871657929244176,46.56
0.7877591939475602,0.29134408337274054,30.844987373743923,12.890021062457878,6.762227803784316,27.07320677074527,23791,0.2545129185717965,31.61
0.5248922195100981,0.2831156838772909,32.652910771253616,19.352170936066543,4.301299317583595,65.90065707931595,5017,0.20652084597259285,48.26
0.3258195131579672,0.43130380202314167,44.550757911337485,52.68493473649113,15.616792979185457,20.772188510005304,4981,0.13345093406987218,51.09
0.3639354662179514,0.7322701886881186,39.642964595599445,49.263363770485896,4.604202115318866,63.326373510540506,23240,0.3085758414886919,74.95
0.09846250988306461,0.1341065674296262,35.42817135300282,22.280323882530375,13.275712345787653,54.95336844850328,22771,0.12452064519606115,68.84
0.4161808527663336,0.2200389317551874,34.4935185378012,52.92821003020698,10.044344458006565,46.31217996020385,20377,0.1980984303821186,38.88
0.7571233560599464,0.7471067693090625,29.52833718876103,23.158901405756566,18.67605881191865,37.71409029605492,19163,0.21536936615618352,34.95
0.5279011076062103,0.6274831377646262,45.90235481413073,46.38352934086848,12.664738110441174,24.6656428392483,24224,0.13754225020426042,65.61
0.560170834406265,0.1333383204819074,29.695840320916066,51.56102022407435,2.3696023839747937,24.9879709435681,3211,0.10889271675888709,18.1
0.43143446708568384,0.4100761851862157,37.23893873341912,69.4532465765678,19.444249195742735,85.9620772771235,9464,0.26507567992533454,39.81
0.06570872077318461,0.16573733398114188,47.357200696900605,24.203910536032318,15.615239808924539,63.72644981979846,19893,0.26683759951160707,89.76
0.0578207745480523,0.3043307877481756,33.21426599839833,9.501529908580896,19.23670384344265,53.47787062031466,7410,0.3421221943985959,60.97
0.784977747019138,0.5815052717090577,39.648453164144925,53.62475666291959,16.423625973712614,65.9535025132052,17405,0.18456687649862458,45.68
0.7460627302445373,0.2796924894750815,35.443340476750265,33.08499739137274,9.348694804194592,62.905770774616784,12775,0.16017317795812624,38.92
0.7151936751569522,0.6166486501241648,33.7181357847832,58.03655103296012,17.366029930905285,79.25600370831947,18140,0.23600414479568788,37.58
0.5270530727973688,0.2768506971629828,47.56794557601192,53.63247388863484,11.598451284710329,32.64162187227106,10451,0.14435719236742672,51.08
0.7530410498728393,0.13453898863760935,31.296296314588744,13.562370274546524,14.793618289720614,77.24497308998616,12370,0.2220985325162349,34.44
0.16300708078240805,0.3739069088268372,36.26832898590523,54.282025719974925,15.125051935455577,62.83583537361317,18537,0.241255498214754,58.97
